Sector,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
40,0.531000,0.000000,0.000000,0.000000,0.000000,0.287000,0.000000,0.000000,15.091000,0.000000,96.996000,0.301000,0.474000,0.000000,4700.643000,0.000000,1.710000,2.031000,6.781000,8.616000,0.000000,0.000000,6.452000,11.128000,12.982000,0.000000,206.440000,3.944000,7.520000,466.654000,127.949000,398.356000,2675.897000,328.033000,16.543000,548.677000,86.679000,32.566000,36.433000,344.373000,270.054000,751.939000,363.993000,8.722000,88.184000,14.200000,320.368000,127.300000,4.573000,5.499000,5.370000,5.448000,0.389000,131.636000,1.384000,624.803000,450.214000,14.001000,0.000000,250.274000,1748.881000,56.203000,483.979000,0.000000,30.313000,370.405000,176.152000,201.253000,667.263000,0.000000,1.149000,1.087000,23.028000,149.370000,0.000000,129.236000,221.152000,142.166000,11.301000,2315.695000,564.840000,1697.428000,157.490000,86.903000,163.889000,102.572000,828.394000,575.951000,0.000000,322.283000,644.385000,251.597000,96.040000,17.157000,1.872000,104.856000,0.544000,216.349000,0.000000,41.076000,8.483000,0.196000,6.848000,6.492000,214.843000,8.016000,0.000000,17.843000,1.301000,6.431000,58.890000,173.178000,2.836000,175.259000,5.554000,5.166000,5.704000,0.923000,0.304000,9.983000,23.473000,226.141000,79.386000,0.000000,0.593000,0.000000,112.311000,0.000000,0.577000,132.172000,20.371000,5.374000,0.176000,2.152000,1.241000,0.675000,0.000000,4.815000,0.426000,207.316000,156.125000,2.279000,144.174000,0.000000,78.592000,75.192000,6.695000,13.449000,35.940000,25.364000,3.936000,18.744000,26.458000,63.119000,10.314000,56.456000,302.598000,71.394000,0.000000,3.303000,4.911000,1.203000,13.697000,1.441000,6.376000,176.207000,21.978000,211.159000,178.373000,20.506000,188.982000,5.322000,36.384000,0.007000,0.000000,5.461000,3.541000,26.101000,44.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.416000,47.609000,33.637000,0.000000,0.000000,0.000000,16.254000,0.000000,0.000000,0.000000,0.000000,891.049000,0.567000,0.000000,0.000000,0.000000,0.000000,6008.907000
41,6.973000,21.653000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.936000,3.147000,28.922000,114.150000,37.906000,108.111000,0.556000,5.224000,90.306000,79.080000,56.670000,1.802000,318.143000,116.768000,0.000000,0.000000,81.456000,0.421000,0.000000,0.000000,27.290000,37.974000,0.867000,140.476000,0.408000,5.817000,5609.280000,97.972000,12.598000,3.171000,0.000000,5.397000,3.470000,16.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469000,0.000000,1.228000,0.000000,0.428000,1.172000,0.000000,0.000000,0.000000,0.397000,1.403000,0.000000,0.000000,0.000000,0.271000,0.267000,0.579000,6.899000,4.293000,0.000000,13.241000,0.375000,1.273000,0.000000,0.000000,0.000000,2.601000,0.000000,0.000000,0.000000,0.000000,5.456000,3.389000,0.000000,22.669000,16.726000,245.084000,34.087000,30.723000,9.270000,126.178000,0.000000,0.000000,0.000000,2.083000,0.000000,0.000000,2.267000,1.019000,0.565000,0.000000,0.000000,0.000000,0.000000,0.000000,0.626000,3.316000,0.000000,0.337000,0.000000,1.669000,0.775000,0.882000,0.000000,5666.858000,10.654000,0.000000,0.000000,0.000000,0.344000,0.000000,82.068000,0.453000,10.493000,101.876000,182.892000,31.005000,6.549000,1484.656000,5.516000,2.795000,1.944000,11.472000,0.407000,0.000000,1810.113000,16.010000,3.717000,74.591000,101.016000,168.255000,207.237000,0.000000,2.388000,73.897000,0.673000,2.534000,0.685000,83.403000,87.353000,69.962000,3.090000,7.835000,0.000000,0.000000,0.000000,0.000000,0.000000,0.661000,0.647000,11.364000,47.390000,36.038000,260.051000,0.000000,0.000000,1.492000,1994.680000,0.000000,366.609000,9.919000,15.131000,7.316000,42.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.485000,0.000000,0.000000,194.352000,0.658000,2.573000,0.000000,0.000000,0.000000,1.244000,0.000000,0.000000,0.000000,0.000000,4718.323000,0.893000,0.000000,0.000000,0.000000,0.000000,58956.164000
42,70.970000,37.206000,0.177000,0.000000,0.000000,0.104000,2469.189000,379.734000,211.107000,339.152000,952.170000,2.638000,0.551000,10.397000,1057.659000,21.280000,21.318000,155.147000,470.982000,85.885000,137.556000,0.591000,236.675000,635.508000,267.372000,15.823000,32.843000,7.010000,7.446000,15.240000,102.552000,549.012000,1165.898000,2016.056000,1059.301000,1551.819000,277.649000,70.769000,399.627000,185.228000,644.705000,1752.341000,1903.650000,61.967000,8.662000,27.407000,49.680000,43.587000,62.500000,5.668000,84.127000,42.838000,23.572000,93.498000,16.351000,1246.415000,290.254000,6.538000,135.696000,348.329000,544.546000,123.705000,93.914000,81.108000,147.897000,51.912000,63.780000,83.100000,252.074000,22.258000,19.579000,0.756000,323.451000,138.718000,1.148000,21.629000,6.343000,15.054000,98.653000,109.133000,25.622000,457.036000,312.073000,7.426000,16.171000,8.674000,47.242000,31.220000,7.306000,125.259000,128.680000,399.847000,14.888000,4.620000,37.208000,441.139000,0.000000,67.707000,4.525000,66.047000,1.153000,1.464000,43.260000,0.821000,527.389000,233.960000,288.538000,153.847000,0.822000,0.785000,98.393000,126.015000,18.493000,4.695000,329.150000,104.222000,149.380000,1.572000,13.140000,2635.341000,21.681000,0.000000,14.163000,0.000000,156.774000,9.764000,407.905000,204.751000,65.989000,235.373000,317.428000,79.995000,413.681000,21.364000,17.694000,15.826000,8.801000,169.454000,0.368000,3.603000,506.157000,130.950000,0.487000,1.812000,19.797000,16.498000,197.986000,98.553000,11.932000,195.164000,151.129000,57.709000,76.931000,412.375000,157.260000,58.167000,11.347000,3.166000,0.000000,1.349000,0.470000,0.000000,0.000000,11.526000,54.306000,11.487000,24.020000,24.100000,152.676000,0.855000,43.891000,6.877000,4.721000,0.192000,0.405000,139.092000,15.417000,19.985000,61.573000,0.000000,125.226000,18.168000,0.544000,0.000000,0.000000,363.441000,0.000000,0.000000,702.636000,5.529000,11.130000,0.000000,0.000000,0.000000,5.378000,0.000000,0.000000,0.000000,0.000000,5258.309000,0.527000,0.000000,0.000000,0.000000,0.000000,3336.492000
43,585.431000,127.082000,0.555000,4.835000,36.071000,25.817000,62.554000,51.782000,48.510000,35.916000,916.454000,13.057000,0.983000,0.000000,21042.512000,233.803000,559.325000,607.726000,505.572000,1835.476000,1723.863000,41.574000,582.541000,6689.384000,6267.201000,34.637000,298.598000,194.503000,11.353000,10.825000,513.106000,500.456000,2345.163000,103.079000,449.194000,2363.242000,1306.279000,310.425000,1903.041000,1195.721000,4793.549000,530.221000,12358.520000,638.408000,21.619000,443.185000,496.859000,260.855000,312.815000,54.912000,106.310000,122.418000,43.911000,75.573000,106.975000,228.817000,73.386000,130.812000,102.715000,462.239000,43.426000,549.127000,1049.386000,219.096000,235.711000,351.593000,247.456000,301.007000,915.504000,149.066000,57.504000,18.796000,225.401000,252.749000,44.120000,203.680000,564.556000,233.983000,386.263000,8078.820000,543.956000,8343.050000,1305.210000,2.222000,389.619000,399.217000,1319.040000,708.151000,1245.333000,3250.850000,2095.977000,11598.698000,1751.269000,1790.860000,349.280000,4910.312000,0.256000,6.504000,0.941000,405.365000,15.608000,61.449000,142.443000,2425.336000,534.541000,242.061000,143.628000,77.814000,0.750000,1836.336000,1711.784000,1481.520000,51.181000,246.682000,49.310000,156.825000,136.102000,10.914000,269.763000,45.862000,428.445000,85.724000,373.308000,265.607000,80.440000,35.779000,2045.248000,212.150000,569.654000,275.051000,938.092000,421.299000,219.413000,60.148000,24.088000,15.974000,81.628000,191.384000,6.443000,143.496000,556.054000,469.474000,170.188000,12.305000,330.252000,59.914000,3652.520000,775.466000,223.746000,214.666000,171.093000,953.029000,979.494000,2602.150000,1231.952000,367.789000,325.867000,153.292000,2.024000,10.178000,6.980000,1.129000,10.291000,11.689000,36.467000,154.128000,134.832000,5348.670000,1241.575000,125.889000,321.255000,68.686000,122.663000,0.308000,27.385000,142.654000,198.492000,18.046000,122.369000,0.000000,8.672000,0.522000,15.164000,0.000000,0.000000,11.012000,0.000000,0.000000,200.598000,241.979000,810.609000,0.000000,0.000000,0.000000,391.705000,0.000000,0.000000,0.000000,0.000000,7971.651000,7.180000,0.000000,0.000000,0.000000,0.000000,8530.285000
44,459.106000,166.224000,0.117000,0.000000,10.583000,3.905000,14.882000,364.626000,518.053000,71.315000,13.647000,11.551000,0.540000,0.000000,6559.995000,0.378000,0.869000,0.532000,4.116000,2.203000,8.586000,0.000000,35.098000,3.930000,47.061000,0.000000,51.404000,84.259000,1.410000,0.000000,159.762000,89.788000,0.937000,484.184000,4.708000,5.188000,178.079000,0.000000,0.000000,53.104000,361.635000,0.000000,69.098000,3799.346000,21.918000,14.216000,50.959000,127.753000,2.041000,0.000000,0.381000,0.000000,32.561000,0.000000,0.000000,0.540000,0.000000,3.750000,0.000000,44.067000,0.000000,572.228000,2187.259000,19.493000,63.304000,59.300000,15.702000,442.616000,403.402000,0.000000,0.000000,0.000000,0.000000,5.461000,0.000000,0.000000,285.419000,0.000000,0.000000,8432.299000,1659.604000,2613.832000,235.053000,177.154000,48.222000,449.048000,12.666000,106.278000,338.537000,97.641000,39.953000,360.223000,153.129000,60.653000,12.154000,299.358000,6.810000,0.524000,0.000000,375.438000,9.320000,0.000000,0.751000,1.893000,8.334000,38.148000,0.292000,6.108000,0.000000,0.635000,91.431000,465.145000,6.142000,1.782000,21.768000,60.980000,29.145000,1.036000,1.045000,285.542000,279.056000,0.425000,8.022000,0.000000,0.000000,0.000000,571.945000,6.686000,58.744000,1.224000,1210.937000,28.822000,4.202000,128.970000,6.711000,2.365000,3.297000,40.640000,0.294000,45.006000,268.988000,27.746000,163.494000,2.300000,3.387000,250.180000,2.124000,41.758000,15.341000,15.927000,98.038000,118.113000,120.168000,536.405000,221.376000,120.848000,89.598000,0.018000,0.000000,0.688000,0.663000,0.668000,0.000000,0.203000,1.499000,0.949000,28.641000,204.168000,840.655000,3.620000,376.966000,33.862000,15.750000,0.000000,0.000000,250.805000,146.079000,38.286000,19.428000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1524.970000,0.000000,0.000000,226.176000,470.363000,121.617000,0.000000,0.000000,0.000000,58.768000,0.000000,0.000000,0.000000,0.000000,3444.623000,0.073000,0.000000,0.000000,0.000000,0.000000,-2106.998000
45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7208.685000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.850000,0.000000,0.000000,0.000000,11.425000,5.047000,38.406000,0.000000,0.000000,0.000000,0.000000,0.000000,132.260000,0.000000,590.305000,596.913000,151.001000,43.737000,493.507000,115.846000,0.000000,19.214000,29.052000,0.000000,0.000000,10.054000,42.678000,0.000000,0.000000,9.491000,9.092000,7.274000,0.000000,0.000000,0.000000,1.320000,0.000000,57.856000,0.000000,20.941000,0.000000,0.000000,9.282000,0.000000,0.000000,0.000000,0.000000,118.877000,0.410000,4.897000,0.000000,215.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.860000,0.756000,157.577000,27.797000,12.868000,245.481000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,491.488000,809.693000,113.218000,0.712000,52.733000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.192000,0.000000,0.000000,0.000000,157.842000,0.000000,0.000000,0.000000,54.539000,0.000000,0.000000,0.445000,0.000000,0.000000,0.457000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.310000,1.618000,0.051000,0.000000,0.000000,35.202000,0.000000,1.555000,0.000000,0.000000,947.798000,80.852000,6.164000,6.105000,5.944000,0.643000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.308000,5.533000,265.400000,0.126000,0.000000,0.612000,0.000000,0.000000,0.000000,0.000000,0.000000,2.226000,0.000000,13.384000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.558000,0.000000,0.000000,1.955000,0.000000,37.194000,0.000000,0.000000,0.000000,17.973000,0.000000,0.000000,0.000000,0.000000,125.631000,2.690000,0.000000,0.000000,0.000000,0.000000,-3679.541000
46,0.000000,7.794000,0.000000,0.000000,0.000000,1.787000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2001.583000,0.000000,7.339000,11.920000,422.329000,162.119000,0.000000,0.000000,9.357000,475.258000,4919.986000,0.000000,161.673000,0.000000,0.000000,0.000000,161.501000,0.000000,0.000000,0.000000,697.505000,58.689000,140.880000,5.890000,471.889000,2.551000,498.016000,216.016000,735.424000,0.000000,3.096000,3712.026000,306.689000,387.917000,0.408000,13.069000,0.000000,0.000000,2.696000,0.000000,0.000000,154.696000,0.000000,2.040000,0.000000,33.325000,0.000000,23.015000,0.000000,0.000000,120.803000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.195000,31.250000,0.000000,269.069000,0.000000,0.000000,977.759000,4989.677000,321.457000,454.478000,0.000000,0.000000,220.799000,0.000000,112.176000,101.404000,0.000000,98.093000,0.712000,55.535000,13.622000,64.326000,2.271000,26.970000,0.000000,0.000000,0.000000,11.788000,0.550000,0.000000,6.877000,25.714000,9.274000,2.605000,1.677000,1.804000,0.000000,0.000000,15.724000,69.825000,0.820000,10.815000,0.000000,62.418000,58.833000,0.976000,9.097000,3.032000,22.232000,5.598000,4.235000,13.467000,9.219000,0.000000,51.379000,194.367000,17.877000,658.773000,574.473000,41.904000,15.451000,53.762000,68.300000,32.824000,0.862000,78.483000,0.642000,0.680000,225.572000,17.801000,8.335000,9.529000,14.466000,40.113000,557.514000,324.762000,156.403000,38.871000,25.607000,683.113000,193.265000,704.656000,103.361000,3.470000,1.160000,1.404000,0.740000,0.000000,0.727000,1.721000,0.749000,0.742000,0.000000,5.999000,108.131000,521.939000,443.144000,5.664000,4.035000,0.712000,5.877000,0.016000,0.755000,0.717000,16.965000,0.000000,17.453000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.863000,0.000000,0.000000,303.582000,0.000000,0.470000,0.000000,0.000000,0.000000,0.227000,0.000000,0.000000,0.000000,0.000000,425.230000,3.454000,0.000000,0.000000,0.000000,0.000000,487.603000
47,51.846000,0.000000,3.494000,30.416000,9.564000,7.148000,862.254000,18.998000,1.233000,0.000000,430.961000,60.969000,1.319000,10.800000,41619.908000,0.000000,0.526000,0.000000,0.000000,0.000000,0.000000,0.434000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.455000,0.471000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,586.770000,0.000000,0.698000,0.000000,5852.943000,332.391000,0.000000,1.435000,0.000000,0.000000,0.374000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506000,0.522000,0.524000,0.000000,0.000000,0.000000,0.000000,0.000000,136.643000,0.000000,18.596000,0.000000,0.000000,21.706000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.120000,0.000000,269.157000,0.000000,0.000000,0.405000,0.000000,0.000000,0.000000,0.000000,0.000000,7.646000,240.453000,180.992000,5.645000,218.126000,737.882000,0.524000,18.294000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.136000,0.000000,0.396000,0.677000,0.000000,132.979000,783.419000,11.708000,649.697000,0.253000,0.000000,0.000000,0.000000,0.000000,148.916000,0.785000,2.682000,172.280000,0.000000,0.692000,1.096000,1365.173000,0.000000,0.283000,1.888000,277.553000,0.000000,0.000000,9.703000,0.000000,0.000000,0.000000,1.630000,0.000000,0.000000,52.064000,0.000000,73.210000,7.309000,22.195000,1.587000,88.950000,11.380000,102.234000,3.514000,0.540000,1.941000,12.643000,50.841000,2.672000,62.363000,77.108000,43.992000,5.399000,0.814000,0.613000,0.660000,0.702000,0.460000,2.482000,78.575000,5.578000,781.968000,1.287000,1.493000,2.377000,0.256000,7.575000,348.266000,0.000000,0.604000,17.188000,0.746000,76.385000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069000,0.000000,0.000000,4.354000,117.318000,858.869000,0.000000,0.000000,0.000000,415.025000,0.000000,0.000000,0.000000,0.000000,1040.578000,7.973000,0.000000,0.000000,0.000000,0.000000,-1014.129000
48,7.221000,0.000000,0.000000,0.000000,6.614000,0.000000,44.069000,95.502000,240.747000,0.000000,309.114000,0.000000,0.699000,0.000000,15758.652000,0.000000,2.407000,0.369000,0.743000,0.558000,1.405000,0.000000,1.559000,0.000000,1.004000,0.384000,0.000000,0.000000,16.354000,12.225000,596.234000,408.052000,0.000000,1.653000,1164.432000,2.728000,7.266000,161.015000,0.000000,712.275000,3.246000,292.226000,143.774000,5.795000,115.360000,408.104000,868.787000,2543.662000,928.700000,134.916000,15.184000,17.592000,46.960000,29.903000,29.914000,244.736000,26.064000,34.622000,13.611000,293.239000,47.890000,203.508000,679.065000,105.239000,27.465000,185.251000,219.769000,250.876000,345.479000,2.964000,1.707000,0.000000,13.129000,9.654000,0.000000,1.348000,91.295000,22.446000,225.718000,48.237000,42.384000,1424.200000,70.491000,11.722000,9.241000,4.317000,60.253000,55.201000,10.156000,305.615000,414.214000,17.545000,7.642000,0.798000,0.000000,66.302000,0.000000,0.824000,0.000000,28.190000,0.000000,0.000000,0.292000,0.000000,196.687000,0.000000,0.000000,0.000000,0.000000,0.000000,122.953000,722.519000,15.477000,10.875000,3.686000,0.000000,0.000000,0.000000,0.000000,62.524000,22.103000,0.000000,106.078000,0.000000,0.000000,0.000000,261.819000,0.000000,76.096000,53.474000,146.252000,12.373000,1.659000,1.705000,0.000000,513.326000,0.000000,8.201000,0.000000,11.627000,54.306000,3.782000,65.765000,0.000000,5.515000,0.000000,0.576000,0.000000,0.000000,0.000000,0.000000,0.000000,4.006000,37.114000,0.000000,17.961000,24.602000,11.361000,2.106000,0.000000,0.000000,0.000000,0.000000,0.663000,0.000000,19.762000,0.735000,649.616000,5.214000,0.668000,163.140000,27.881000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61.928000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.016000,0.000000,0.000000,49.136000,0.000000,344.512000,0.000000,0.000000,0.000000,166.476000,0.000000,0.000000,0.000000,0.000000,502.445000,5.822000,0.000000,0.000000,0.000000,0.000000,382.589000
49,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2208.483000,34.739000,280.444000,234.474000,536.182000,0.000000,0.000000,0.000000,2085.391000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.341000,0.000000,0.000000,0.000000,311.692000,0.000000,102.214000,31.294000,0.000000,49.422000,0.000000,0.000000,0.000000,0.000000,0.000000,0.434000,71.701000,708.979000,0.000000,0.000000,200.240000,102.627000,13964.464000,7154.115000,96.365000,352.294000,1050.584000,8832.114000,986.799000,14382.714000,4819.782000,399.373000,635.235000,3980.496000,3462.614000,5694.383000,7023.072000,709.475000,265.094000,1639.803000,1543.781000,1159.504000,5853.321000,10.016000,16.080000,0.635000,103.772000,172.198000,0.404000,258.964000,1206.600000,1161.017000,1524.137000,1137.332000,1697.524000,25434.128000,2474.063000,1032.091000,456.929000,1568.314000,655.805000,2023.121000,26.325000,558.370000,1626.927000,210.689000,4.095000,0.000000,0.516000,8.299000,0.000000,153.040000,0.000000,0.000000,0.000000,0.000000,197.356000,0.000000,0.000000,13.843000,0.000000,7.718000,5.384000,8.436000,41.068000,17.204000,9.399000,15.816000,89.453000,0.000000,0.000000,0.000000,0.000000,3153.669000,2.314000,0.321000,47.267000,0.000000,0.000000,21.246000,662.644000,0.000000,0.000000,0.000000,143.743000,0.000000,0.000000,26.803000,0.000000,0.000000,0.000000,0.000000,0.000000,178.618000,194.420000,0.000000,272.179000,0.000000,0.000000,130.872000,1.829000,5.419000,27.241000,12.108000,2.910000,7.264000,13.101000,8.202000,15.070000,8.638000,207.176000,10.119000,0.000000,4.104000,17.922000,0.000000,0.000000,0.729000,16.837000,192.033000,15.987000,29.151000,12.203000,30.092000,84.190000,13.329000,58.805000,0.012000,0.061000,9.319000,0.000000,37.361000,8.994000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.460000,0.000000,0.000000,0.000000,36.464000,0.000000,0.000000,0.000000,0.000000,8.785000,0.000000,0.000000,0.000000,0.000000,0.000000,-29333.625000
50,60.477000,44.658000,0.000000,0.000000,0.527000,0.000000,2720.707000,5.822000,24.287000,25.366000,42.470000,0.485000,0.000000,0.000000,1474.189000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,260.034000,0.000000,0.000000,4.720000,0.000000,0.000000,0.000000,0.684000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.694000,517.117000,0.000000,0.000000,513.280000,0.000000,1063.670000,214.616000,0.000000,12.639000,0.000000,44.160000,35.227000,1158.783000,29.900000,14.192000,1316.384000,855.010000,0.000000,103.103000,0.000000,167.651000,0.000000,48.668000,0.000000,0.000000,290.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,291.903000,0.000000,178.260000,41.178000,0.586000,0.000000,169.379000,0.000000,0.000000,0.000000,0.000000,30.562000,0.000000,0.000000,0.452000,12.439000,110.348000,0.398000,0.000000,0.000000,1.584000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.909000,0.000000,0.687000,0.000000,0.000000,7.461000,46.627000,0.558000,19.035000,0.000000,0.000000,0.000000,0.000000,3.148000,2.259000,11.402000,0.000000,7.578000,0.334000,0.000000,0.000000,0.000000,0.000000,0.000000,3.561000,0.455000,8.630000,0.568000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.560000,1.951000,0.337000,0.000000,0.997000,0.000000,0.357000,0.532000,0.000000,1.948000,0.228000,0.000000,0.000000,7.233000,0.000000,1.809000,3.067000,0.228000,0.382000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.680000,1.604000,5.504000,0.000000,0.376000,0.811000,0.381000,0.374000,0.390000,0.000000,0.360000,0.000000,0.273000,2.814000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.449000,0.000000,0.254000,0.000000,0.000000,0.000000,0.123000,0.000000,0.000000,0.000000,0.000000,266.292000,0.715000,0.000000,0.000000,0.000000,0.000000,-3216.908000
51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,214.142000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5934.599000,0.360000,0.000000,0.000000,0.000000,0.000000,136.242000,0.000000,567.918000,0.000000,13.356000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117.907000,0.000000,0.000000,0.000000,17.642000,20.152000,318.331000,74.447000,10069.631000,60.383000,1416.845000,815.507000,234.240000,2048.990000,5677.158000,62.690000,38.644000,781.566000,9.777000,1056.012000,1.027000,153.397000,35.722000,539.122000,189.027000,68.302000,509.842000,3.946000,16.170000,0.000000,63.602000,55.897000,0.601000,277.104000,98.794000,132.513000,493.860000,457.591000,1691.464000,990.981000,466.530000,0.000000,421.798000,544.852000,484.429000,344.862000,109.626000,6.552000,237.552000,3.385000,0.538000,0.000000,0.000000,0.541000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.761000,0.000000,4.976000,3.345000,5.756000,23.881000,0.534000,6.103000,9.689000,53.475000,0.000000,0.000000,0.000000,0.000000,1.063000,6.594000,0.317000,0.323000,0.000000,0.000000,0.000000,83.801000,0.000000,0.000000,0.000000,15.710000,0.000000,0.000000,7.565000,0.000000,0.000000,0.000000,0.000000,0.000000,0.519000,38.316000,0.000000,23.815000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386000,0.000000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.470000,0.000000,0.353000,5.965000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.809000,0.000000,0.000000,16.143000,0.000000,25.738000,0.000000,0.000000,0.000000,12.437000,0.000000,0.000000,0.000000,0.000000,3.787000,0.000000,0.000000,0.000000,0.000000,0.000000,-6891.804000
52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.648000,0.000000,0.000000,918.019000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.812000,0.000000,0.000000,0.000000,0.000000,68.422000,0.000000,0.000000,0.000000,68.519000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.749000,0.000000,0.000000,0.000000,14.249000,22.120000,5731.973000,920.374000,1647.894000,23494.672000,2073.813000,1803.491000,54.117000,473.137000,531.110000,324.262000,53.502000,1535.245000,352.501000,3054.530000,713.126000,231.438000,37.671000,2008.691000,522.286000,327.899000,355.944000,53.783000,49.392000,4.139000,2105.624000,379.700000,0.315000,179.500000,176.880000,2151.746000,8174.458000,418.197000,21.339000,3718.574000,161.334000,172.651000,316.282000,413.808000,0.000000,0.000000,0.000000,1662.411000,2235.176000,1051.295000,0.613000,0.000000,0.000000,1100.698000,0.000000,0.321000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.641000,68.966000,32.978000,10.281000,38.998000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.185000,0.000000,0.369000,0.000000,0.000000,0.000000,387.012000,0.000000,0.000000,0.000000,172.048000,0.000000,0.000000,3.153000,0.000000,0.000000,0.000000,0.000000,0.000000,15.360000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.614000,0.000000,2.899000,6.649000,0.755000,0.000000,0.000000,0.000000,0.000000,0.000000,3.652000,3.325000,14.676000,0.480000,61.472000,0.000000,0.552000,56.273000,62.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.454000,0.000000,0.000000,228.666000,0.000000,233.814000,0.000000,0.000000,0.000000,112.984000,0.000000,0.000000,0.000000,0.000000,33.943000,0.436000,0.000000,0.000000,0.000000,0.000000,-21129.026000
